# x,y
# clients, time in milliseconds
header,1,TCP
1,52042,52526,54567,52219,52381
2,22550,22713,22701,22672,22682
3,34370,34149,34298,34309,34343
4,24106,24281,24191,24341,24282
5,26823,26823,26823,31115,31009
6,28823,27002,27126,27052,26774
7,30875,30966,31092,30967,30914
