# x,y
# clients, time in milliseconds
header,1,MPI (Shared Memory)
1,189,187,190,188,188
2,180,168,164,169,166
3,166,169,162,172,168
4,187,175,210,166,164
5,178,190,220,199,200
6,216,202,229,179,185
7,200,192,185,202,190
