# x,y
# steps, time in milliseconds
header,0,UDP 6
1,5192,5193,5192,5192,5191
5,5952,5950,5955,5960,5948
10,6894,6892,6890,6890,6890
20,8793,8783,8771,8764,8764
30,10693,10674,10690,10680,10660
40,12588,12583,12580,12539,12563
50,14457,14462,14421,14463,14487
60,16292,16358,16356,16323,16383
70,18212,18243,18284,18249,18279
80,20108,20187,20164,20142,20087
90,22000,21948,21961,22132,22041
100,23901,23851,23908,23913,23841
