# x,y
# steps, time in milliseconds
header,0,TCP 7
1,2282,2284,2282,2284,2283
5,3445,3443,3450,3432,3445
10,4854,4887,4898,4884,4891
20,7757,7738,7718,7747,7788
30,10676,10610,10625,10627,10628
40,13620,13549,13558,13440,13499
50,16385,16278,16380,16341,16320
60,19247,19230,19164,19282,19337
70,22220,22132,22365,21870,22026
80,25100,25061,24949,25093,25106
90,27810,27859,27911,27793,27898
100,30875,30966,31092,30967,30914
