# x,y
# steps, time in milliseconds
header,0,MPI 1 (Shared Memory)
1,3,3,3,3,3
5,10,10,10,10,10
10,20,19,19,19,19
20,38,38,38,39,38
30,57,57,57,61,57
40,85,76,78,75,77
50,94,95,94,94,96
60,113,114,114,114,114
70,137,131,132,132,131
80,150,151,151,153,150
90,172,169,174,174,169
100,189,187,190,188,188
