# x,y
# steps, time in milliseconds
header,0,UDP 2
1,5184,5179,5179,5180,5184
5,5880,5894,5877,5885,5883
10,6762,6748,6757,6746,6770
20,8499,8514,8503,8504,8501
30,10242,10259,10256,10259,10258
40,11968,12033,11982,12053,12010
50,13744,13751,13751,13824,13758
60,15509,15552,15534,15587,15538
70,17260,17231,17226,17250,17258
80,18927,19034,18990,19112,18968
90,20757,20738,20741,20642,20818
100,22428,22527,22540,22487,22494
