# x,y
# steps, time in milliseconds
header,0,MPI 6 (Shared Memory)
1,4,4,4,4,4
5,10,10,10,10,10
10,24,24,19,19,25
20,36,48,47,41,38
30,57,57,55,53,54
40,73,71,71,72,91
50,114,107,97,91,108
60,126,124,132,131,127
70,123,140,159,153,126
80,150,170,161,177,155
90,190,205,185,182,212
100,216,202,229,179,185
