# x,y
# steps, time in milliseconds
header,0,MPI 7 (Shared Memory)
1,4,4,4,5,4
5,13,11,13,10,11
10,20,20,25,19,24
20,46,38,38,37,48
30,62,60,56,64,73
40,94,87,91,74,86
50,102,111,91,104,114
60,124,113,138,129,125
70,158,135,160,150,160
80,184,156,181,165,181
90,166,179,166,164,196
100,200,192,185,202,190
