# x,y
# steps, time in milliseconds
header,0,UDP 1
1,5501,493,496,487,499
5,7471,2484,2469,2463,2459
10,4937,4934,5087,5011,4922
20,9703,9703,9765,9721,9561
30,14664,14687,14783,19738,14702
40,19415,19678,19474,19610,19549
50,24441,24531,29583,24490,29485
60,29341,29308,29465,29611,29269
70,33700,33700,33700,33998,33700
80,38914,38491,39131,39098,38669
90,43214,43846,48229,43577,43764
100,48472,48164,48093,53453,53920
