# x,y
# steps, time in milliseconds
header,0,TCP 6
1,2249,2247,2251,2247,2248
5,3240,3241,3244,3241,3254
10,4492,4483,4492,4498,4470
20,7004,7000,6958,6945,7001
30,9477,9457,9433,9469,9424
40,12027,12045,11984,11896,12068
50,14488,14505,14449,14444,14382
60,16984,16850,16972,16859,17042
70,19429,19535,19441,19596,19413
80,21917,21871,22046,21977,21919
90,24433,24392,24413,24444,24264
100,26823,27002,27126,27052,26774
