# x,y
# steps, time in milliseconds
header,0,TCP 1
1,524,520,533,2540,518
5,4611,2621,2602,2643,2615
10,7280,7245,7245,7245,7245
20,10472,10474,10384,12384,10529
30,17602,15688,15523,15618,17678
40,21285,23151,22753,20669,20704
50,26288,26187,27880,26111,26240
60,31146,33079,33350,31405,33254
70,36410,36811,36600,36684,36610
80,44187,42097,43798,41837,41772
90,47766,47014,48950,47103,49046
100,52042,52526,54567,52219,52381
